"","Player","Pos","Team","year","Age","G","PERz","WSper48z","BPMz","VORPz","score"
"14038","Rory Sparrow","PG","SAC",1991,32,80,-0.41,-0.65,-0.33,-0.38,-1.77
"14535","Sean Lampley","SF","MIA",2003,23,35,-0.41,-0.15,-0.63,-0.58,-1.77
"14555","Sean Rooks","C","MIN , ATL",1996,26,65,-0.17,-0.26,-0.7,-0.65,-1.77
"15132","Steve Hayes","C","DET , SAS",1982,26,35,-0.82,0,-0.37,-0.58,-1.77
"15587","Thomas Robinson","PF","POR",2014,22,70,0.01,-0.04,-0.96,-0.78,-1.77
"15714","Tim Thomas","SF","MIL",2003,25,80,0.05,-0.59,-0.59,-0.65,-1.77
"226","Al Wood","SF","SDC",1983,24,76,-0.26,-0.57,-0.4,-0.52,-1.76
"1291","Benoit Benjamin","C","SEA",1992,27,63,0.01,-0.7,-0.48,-0.58,-1.76
"2201","Calbert Cheaney","SF","WSB",1996,24,70,-0.26,-0.5,-0.48,-0.52,-1.76
"2376","Caron Butler","SF","MIL , OKC",2014,33,56,-0.46,-0.55,-0.29,-0.45,-1.76
"4791","Donyell Marshall","SF","GSW",1996,22,62,-0.34,-0.5,-0.4,-0.52,-1.76
"5327","Elton Brand","PF","PHI",2009,29,29,0.13,-0.83,-0.48,-0.58,-1.76
"7985","Jim McIlvaine","C","WSB",1996,23,80,-1.07,-0.33,-0.04,-0.32,-1.76
"8392","John Morton","SF","CLE",1991,23,66,-0.46,-0.63,-0.22,-0.45,-1.76
"9188","Kendrick Nunn","SG","MIA",2020,24,62,-0.14,-0.52,-0.52,-0.58,-1.76
"9581","Keyon Dooling","SG","ORL",2007,26,66,-0.73,-0.39,-0.26,-0.38,-1.76
"13230","Rasual Butler","SF","NOK",2007,27,81,-0.8,-0.67,-0.11,-0.19,-1.76
"14803","Shawne Williams","SF","IND",2008,21,65,-0.31,-0.42,-0.44,-0.58,-1.76
"15257","Stromile Swift","PF","VAN",2001,21,80,-0.24,-0.42,-0.52,-0.58,-1.76
"613","Andre Turner","PG","PHI",1991,26,70,-0.31,-0.52,-0.4,-0.52,-1.75
"713","Andrew Toney","SG","PHI",1987,29,52,0.05,-0.67,-0.55,-0.58,-1.75
"4169","Delonte West","PG","CLE , SEA",2008,24,61,-0.48,-0.94,-0.07,-0.25,-1.75
"4624","Dion Waiters","SG","CLE",2014,22,70,-0.02,-1.02,-0.33,-0.38,-1.75
"6017","Gerald Wilkins","SF","CLE",1993,29,80,-0.29,-0.22,-0.59,-0.65,-1.75
"8231","Joel Kramer","C","PHO",1980,24,54,-1,0.06,-0.29,-0.52,-1.75
"10314","Lonnie Shelton","PF","CLE",1984,28,79,-0.36,-0.81,-0.26,-0.32,-1.75
"12546","P.J. Tucker","SF","PHO",2016,30,82,-0.8,-0.48,-0.22,-0.25,-1.75
"14479","Scott Williams","PF","PHI",1995,26,77,-0.36,-0.15,-0.59,-0.65,-1.75
"15001","Stanislav Medvedenko","PF","LAL",2004,24,68,-0.12,0.17,-0.96,-0.85,-1.75
"702","Andrew Nicholson","PF","ORL",2013,23,75,0.25,-0.5,-0.77,-0.71,-1.74
"4421","Derrick McKey","SF","PHI",2002,35,41,-1.29,0.07,-0.07,-0.45,-1.74
"5176","Eddie Johnson","SF","HOU",1998,38,75,-0.24,-0.41,-0.52,-0.58,-1.74
"5233","Eduardo Najera","SF","DAL",2004,27,58,-0.63,-0.33,-0.26,-0.52,-1.74
"6280","Greg Minor","SG","BOS",1998,26,69,-0.56,-0.33,-0.33,-0.52,-1.74
"7092","James Edwards","C","DET",1989,33,76,-0.6,0.31,-0.74,-0.71,-1.74
"7365","Jason Collins","C","NJN",2002,23,77,-0.82,0.22,-0.55,-0.58,-1.74
"8659","Jordan Clarkson","SG","LAL",2016,23,79,0.05,-0.98,-0.37,-0.45,-1.74
"9698","Kris Dunn","PG","CHI",2018,23,52,0.1,-1.2,-0.26,-0.38,-1.74
"10060","Larry Smith","PF","GSW",1984,26,75,-0.48,-0.02,-0.59,-0.65,-1.74
"12797","Perry Jones","PF","OKC",2014,22,62,-0.97,0.04,-0.29,-0.52,-1.74
"13582","Rickey Green","PG","PHI",1991,36,79,-0.24,-0.41,-0.52,-0.58,-1.74
"14469","Scott Wedman","SF","CLE",1982,29,54,-0.38,-0.81,-0.22,-0.32,-1.74
"14820","Shelden Williams","PF","DEN , NYK",2011,27,59,-0.43,0.19,-0.77,-0.71,-1.74
"16445","Vern Fleming","PG","IND",1994,31,55,-0.56,-0.52,-0.22,-0.45,-1.74
"795","Anthony Bowie","SG","ORL",1993,29,77,-0.7,-0.42,-0.22,-0.38,-1.73
"1124","Austin Daye","SF","DET",2010,21,69,-0.31,-0.46,-0.44,-0.52,-1.73
"1139","Avery Bradley","PG","BOS",2012,21,64,-0.68,-0.13,-0.4,-0.52,-1.73
"2512","Charles Oakley","PF","CHI",1987,23,82,0.03,-0.67,-0.52,-0.58,-1.73
"2637","Chris Andersen","C","DEN",2003,24,59,-0.02,-0.61,-0.52,-0.58,-1.73
"5748","Fred Roberts","PF","BOS",1988,27,74,-0.36,-0.09,-0.63,-0.65,-1.73
"5752","Fred Roberts","PF","MIL",1992,31,80,-0.29,-0.59,-0.4,-0.45,-1.73
"8019","Jim Thomas","SG","IND",1984,23,72,-0.48,-0.5,-0.29,-0.45,-1.73
"8853","Julian Wright","SF","NOH",2009,21,54,-0.36,-0.81,-0.11,-0.45,-1.73
"9563","Kevin Willis","C","DEN , TOR",2001,38,78,0.13,-0.2,-0.81,-0.85,-1.73
"10463","Luis Scola","PF","IND",2014,33,82,-0.17,-0.15,-0.7,-0.71,-1.73
"11532","Michael Kidd-Gilchrist","SF","CHO",2018,24,74,-0.38,-0.15,-0.55,-0.65,-1.73
"13044","Raja Bell","SG","CHA , PHO",2009,32,67,-0.82,-0.33,-0.26,-0.32,-1.73
"13762","Robin Lopez","C","MIL",2020,31,60,-0.73,0.06,-0.48,-0.58,-1.73
"14293","Sam Pellom","PF","ATL",1981,29,77,-0.58,-0.41,-0.29,-0.45,-1.73
"15897","Tony Allen","SG","BOS",2008,26,75,-0.82,0.02,-0.4,-0.52,-1.73
"2526","Charles Oakley","PF","TOR",2001,37,78,-0.6,-0.5,-0.29,-0.32,-1.72
"3198","Corie Blount","PF","PHI",2002,33,72,-0.95,0.22,-0.48,-0.52,-1.72
"3662","Danny Manning","PF","DAL",2002,35,41,-0.58,-0.41,-0.22,-0.52,-1.72
"5495","Eric Williams","SF","CLE , BOS",2004,31,71,-0.38,-0.24,-0.52,-0.58,-1.72
"5883","Geoff Huston","PG","CLE",1984,26,77,-0.19,-0.57,-0.44,-0.52,-1.72
"6118","Gordan Giricek","SG","UTA",2007,29,61,-0.68,-0.3,-0.29,-0.45,-1.72
"7623","Jeff Green","SF","MEM , LAC",2016,29,80,-0.26,-0.5,-0.44,-0.52,-1.72
"7942","Jevon Carter","PG","PHO",2020,24,50,-0.9,-0.44,0,-0.38,-1.72
"8698","Jordan McRae","SG","WAS , DEN",2020,28,37,0.03,-0.91,-0.33,-0.52,-1.72
"9405","Kevin Gamble","SF","BOS",1994,28,75,-0.17,-0.7,-0.4,-0.45,-1.72
"9514","Kevin Ollie","PG","CLE",2004,31,82,-0.46,-0.17,-0.52,-0.58,-1.72
"10249","Linas Kleiza","PF","DEN",2006,21,61,-0.21,0.35,-1.14,-0.71,-1.72
"10368","Lou Amundson","PF","PHO",2009,26,76,-0.19,-0.18,-0.7,-0.65,-1.72
"10466","Luis Scola","PF","BRK",2017,36,36,-0.04,-0.18,-0.85,-0.65,-1.72
"11014","Mark West","C","CLE , PHO",1988,27,83,-0.24,-0.39,-0.52,-0.58,-1.72
"11455","Michael Cooper","SG","LAL",1990,33,80,-1.09,-0.41,-0.04,-0.19,-1.72
"11725","Mike Gminski","C","NJN",1981,21,56,0.1,-0.87,-0.44,-0.52,-1.72
"11978","Mo Williams","PG","CLE",2016,33,41,-0.41,-0.46,-0.33,-0.52,-1.72
"12543","P.J. Tucker","SG","PHO",2013,27,79,-0.6,-0.33,-0.33,-0.45,-1.72
"13805","Rodney Carney","SF","PHI",2008,23,70,-0.48,-0.31,-0.4,-0.52,-1.72
"15409","Terrence Jones","PF","HOU",2016,24,50,-0.14,-0.44,-0.55,-0.58,-1.72
"2064","Bryant Stith","SG","DEN",1993,22,39,-0.58,-0.04,-0.52,-0.58,-1.71
"4219","Dennis Hopson","SG","NJN",1989,23,62,-0.07,-0.72,-0.4,-0.52,-1.71
"5032","E'Twaun Moore","SG","NOP",2017,27,73,-0.48,-0.41,-0.37,-0.45,-1.71
"5472","Eric Snow","PG","PHI , SEA",1998,24,64,-0.58,-0.46,-0.22,-0.45,-1.71
"5688","Frank Johnson","PG","WSB",1986,27,14,-0.09,-0.52,-0.52,-0.58,-1.71
"6304","Greg Ostertag","C","UTA",2006,32,60,-0.6,-0.3,-0.29,-0.52,-1.71
"6604","Hubert Davis","SG","WAS",2002,31,51,-0.82,-0.5,-0.07,-0.32,-1.71
"6882","Jacque Vaughn","PG","SAS",2007,31,64,-0.78,0.28,-0.63,-0.58,-1.71
"11019","Mark West","C","PHO",1993,32,82,-0.65,0.22,-0.63,-0.65,-1.71
"12694","Paul Graham","SG","ATL",1993,25,80,-0.34,-0.59,-0.33,-0.45,-1.71
"12722","Paul Mokeski","C","MIL",1985,28,79,-0.97,0.19,-0.4,-0.52,-1.71
"15384","Terence Morris","SF","HOU",2003,24,49,-0.53,-0.41,-0.26,-0.52,-1.71
"15851","Tom McMillen","C","WSB",1984,31,62,-0.43,-0.04,-0.59,-0.65,-1.71
"16000","Tony Parker","PG","SAS",2017,34,63,-0.26,0,-0.74,-0.71,-1.71
"6054","Glen Davis","C","BOS",2009,23,76,-0.82,0.3,-0.59,-0.58,-1.7
"6115","Gordan Giricek","SF-SG","ORL , UTA",2004,26,73,-0.21,-0.67,-0.37,-0.45,-1.7
"6482","Henry James","PF","CLE",1991,25,37,0.15,-0.72,-0.55,-0.58,-1.7
"6738","Isiah Thomas","PG","DET",1994,32,58,0.27,-1.57,-0.15,-0.25,-1.7
"7476","Jason Thompson","PF","SAC",2013,26,82,0.13,-0.31,-0.74,-0.78,-1.7
"8323","John Drew","SF","UTA",1985,30,19,0.27,-0.41,-0.92,-0.65,-1.7
"8880","Jumaine Jones","SF","CLE",2003,23,80,-0.43,-0.55,-0.33,-0.38,-1.7
"9503","Kevin McKenna","SG","NJN",1985,26,29,-0.78,-0.18,-0.22,-0.52,-1.7
"15644","Tim Frazier","PG","NOP , POR",2016,25,51,-0.04,-0.55,-0.52,-0.58,-1.7
"1224","Ben Gordon","SG","DET",2012,28,52,-0.14,-0.63,-0.4,-0.52,-1.69
"1453","Bimbo Coles","PG","MIA",1995,26,68,-0.38,-0.59,-0.33,-0.38,-1.69
"2036","Bruce Brown","SG","DET",2020,23,58,-0.53,-0.55,-0.22,-0.38,-1.69
"3491","Dan Dickau","PG","LAC",2008,29,67,-0.38,-0.39,-0.4,-0.52,-1.69
"4264","Dennis Scott","SF","DAL , PHO",1998,29,81,-0.48,-0.78,-0.18,-0.25,-1.69
"4871","Doug West","SG","MIN",1993,25,80,0.03,-0.48,-0.59,-0.65,-1.69
"6511","Herb Williams","C","NYK",1993,34,55,-0.97,0.06,-0.26,-0.52,-1.69
"7126","James Johnson","PF","TOR",2016,28,57,-0.65,-0.44,-0.15,-0.45,-1.69
"8279","John Bagley","PG","CLE",1987,26,72,-0.48,-0.63,-0.26,-0.32,-1.69
"8422","John Salmons","SG","PHI",2004,24,77,-0.85,-0.52,-0.07,-0.25,-1.69
"13466","Richard Hamilton","SF","WAS",2001,22,78,0.4,-0.85,-0.59,-0.65,-1.69
"13632","Ricky Sobers","SG","WSB",1984,31,81,-0.21,-0.72,-0.37,-0.38,-1.69
"13694","Robert Pack","PG","NOH",2003,33,28,-0.19,-0.44,-0.48,-0.58,-1.69
"13873","Roger Mason","SG","WAS",2012,31,52,-0.48,-0.61,-0.15,-0.45,-1.69
"14986","Stacey King","PF","CHI",1990,23,82,-0.07,0.11,-0.88,-0.85,-1.69
"15226","Steve Stipanovich","C","IND",1984,23,81,-0.36,-0.37,-0.44,-0.52,-1.69
"15647","Tim Frazier","PG","NOP , MIL",2019,28,59,-0.58,-0.15,-0.44,-0.52,-1.69
"16037","Tracy Jackson","SG","CHI",1983,23,78,-0.53,-0.55,-0.22,-0.38,-1.69
"16638","Wallace Bryant","C","DAL",1985,25,56,-0.92,-0.35,-0.04,-0.38,-1.69
"284","Alec Burks","SG","CLE , SAC",2019,27,64,-0.34,-0.74,-0.22,-0.38,-1.68
"2713","Chris Dudley","C","NJN",1992,26,82,-0.21,-0.13,-0.63,-0.71,-1.68
"4257","Dennis Scott","SG","ORL",1991,22,82,-0.26,-0.7,-0.33,-0.38,-1.68
"8722","Jose Calderon","PG","CLE",2018,36,57,-0.68,0.06,-0.48,-0.58,-1.68
"10154","Leandro Barbosa","SG","GSW",2016,33,68,-0.58,0,-0.52,-0.58,-1.68
"13356","Reggie King","SF","KCK",1983,25,58,-0.87,-0.28,-0.15,-0.38,-1.68
"13519","Rick Brunson","PG","LAC",2005,32,80,-0.6,-0.81,-0.07,-0.19,-1.68
"14652","Shammond Williams","SG-PG","ORL , NOH",2004,28,53,-0.24,-0.59,-0.33,-0.52,-1.68
"15358","Taurean Prince","SF","ATL",2018,23,82,-0.31,-1,-0.18,-0.19,-1.68
"16009","Tony Smith","SG","PHO , MIA",1996,27,59,-0.58,-0.5,-0.15,-0.45,-1.68
"688","Andrew Harrison","PG","MEM",2018,23,56,-0.34,-0.55,-0.33,-0.45,-1.67
"914","Anthony Randolph","PF","DEN",2014,24,43,-0.46,-0.68,-0.07,-0.45,-1.67
"1512","Bo Ellis","PF","DEN",1980,25,48,-0.48,-0.13,-0.48,-0.58,-1.67
"1544","Bob Hansen","SG","UTA",1987,26,72,-0.41,-0.13,-0.55,-0.58,-1.67
"2776","Chris Kaman","C","NOH",2012,29,47,0.3,-1.26,-0.26,-0.45,-1.67
"3769","Darnell Valentine","PG","POR",1982,22,82,-0.24,-0.61,-0.37,-0.45,-1.67
"3919","Dave Greenwood","PF","SAS",1986,28,68,-0.73,-0.13,-0.37,-0.45,-1.67
"4416","Derrick McKey","SF","IND",1997,30,50,-0.85,-0.57,0,-0.25,-1.67
"4507","Devean George","SF","LAL",2003,25,71,-0.65,-0.24,-0.33,-0.45,-1.67
"4818","Dorian Finney-Smith","SF","DAL",2019,25,81,-0.75,-0.24,-0.29,-0.38,-1.67
"4918","Duane Causwell","C","SAC",1992,23,80,-0.41,-0.2,-0.48,-0.58,-1.67
"5538","Ernie Grunfeld","SF","NYK",1986,30,76,-1.04,-0.02,-0.22,-0.38,-1.67
"5651","Francisco Elson","C","DEN",2004,27,62,-0.7,0.09,-0.48,-0.58,-1.67
"6627","Ian Mahinmi","C","WAS",2020,33,38,0.01,-0.18,-0.77,-0.71,-1.67
"7337","Jarron Collins","C","UTA",2006,27,79,-0.75,0.28,-0.55,-0.65,-1.67
"7930","Jerryd Bayless","PG","TOR , NOH",2011,22,71,0.01,-0.72,-0.44,-0.52,-1.67
"9061","Keith Edmonson","SG","SAS , DEN",1984,23,55,0.35,-0.63,-0.74,-0.65,-1.67
"9521","Kevin Porter","PG","WSB",1980,29,70,-0.24,-0.65,-0.33,-0.45,-1.67
"10222","Leroy Combs","SF","IND",1984,23,48,-0.14,-0.94,-0.07,-0.52,-1.67
"10745","Marcus Camby","C","TOR",1998,23,63,0.45,-1.29,-0.37,-0.45,-1.67
"11361","Metta World Peace","SF","CHI",2001,21,76,-0.12,-0.98,-0.26,-0.32,-1.67
"13282","Ray Williams","PG","KCK",1983,28,72,0.08,-1.31,-0.18,-0.25,-1.67
"13563","Rick Robey","C","PHO",1984,28,61,-0.31,-0.26,-0.52,-0.58,-1.67
"15460","Terry Davis","C","WAS",1999,31,37,-0.85,0.39,-0.63,-0.58,-1.67
"15570","Theo Ratliff","C","POR",2006,32,55,-0.46,-0.33,-0.37,-0.52,-1.67
"17005","Zach Randolph","PF","POR",2006,24,74,0.69,-1.26,-0.52,-0.58,-1.67
"2013","Brook Steppe","SG","KCK",1983,23,62,-0.63,-0.15,-0.37,-0.52,-1.66
"2088","Bryon Russell","SF","UTA",1995,24,63,-0.75,-0.24,-0.22,-0.45,-1.66
"6839","Jack Givens","SF","ATL",1980,23,82,-0.63,-0.15,-0.37,-0.52,-1.66
"8547","Johnny Newman","SF","CHH",1992,28,55,-0.12,-0.44,-0.52,-0.58,-1.66
"8941","Juwan Howard","PF","WSB",1995,21,65,0.23,-0.65,-0.59,-0.65,-1.66
"9318","Kent Benson","C","UTA",1987,32,73,-0.58,-0.05,-0.44,-0.58,-1.66
"9644","Kirk Snyder","SF-PF","MIN , HOU",2008,24,36,-0.19,-0.44,-0.44,-0.58,-1.66
"10184","Lee Mayberry","PG","MIL",1996,25,82,-0.7,-0.59,-0.11,-0.25,-1.66
"11093","Marreese Speights","C","ORL",2018,30,52,-0.09,-0.87,-0.18,-0.52,-1.66
"11403","Michael Beasley","SF","MIN",2011,22,73,0.35,-1.05,-0.44,-0.52,-1.66
"11818","Mike Penberthy","PG","LAL",2001,26,53,-0.7,-0.07,-0.37,-0.52,-1.66
"11872","Mike Woodson","SG","HOU",1989,30,81,-0.51,-0.33,-0.37,-0.45,-1.66
"13720","Robert Reid","SG","HOU",1987,31,75,-0.65,-0.3,-0.33,-0.38,-1.66
"14264","Sam Dekker","PF","WAS , CLE",2019,24,47,-0.19,-0.52,-0.44,-0.52,-1.66
"14766","Shawn Bradley","C","DAL",2005,32,77,-0.75,0.19,-0.52,-0.58,-1.66
"15453","Terry Davis","PF","MIA",1991,23,55,-0.58,0.06,-0.55,-0.58,-1.66
"15720","Tim Thomas","PF","NYK , LAC",2009,31,64,-0.46,-0.5,-0.26,-0.45,-1.66
"16294","Tyler Johnson","SG","MIA",2015,22,32,-0.51,-0.59,-0.11,-0.45,-1.66
"16611","Von Wafer","SG","BOS",2011,25,58,-0.85,0,-0.29,-0.52,-1.66
"911","Anthony Randolph","C-PF","MIN , NYK",2011,21,40,0.52,-1,-0.59,-0.58,-1.65
"1645","Bobby Simmons","SF","LAC",2004,23,56,-0.36,-0.41,-0.37,-0.52,-1.65
"2592","Chase Budinger","SF","MIN",2013,24,23,-0.36,-0.48,-0.29,-0.52,-1.65
"6560","Horace Grant","PF","LAL",2004,38,55,-0.85,-0.09,-0.26,-0.45,-1.65
"8525","Johnny Dawkins","PG","PHI",1992,28,82,-0.19,-0.57,-0.44,-0.45,-1.65
"9059","Keith Closs","C","LAC",2000,23,57,0.01,-0.55,-0.52,-0.58,-1.65
"10148","Leandro Barbosa","PG","PHO",2010,27,44,-0.02,-0.5,-0.55,-0.58,-1.65
"10624","Malik Rose","PF","CHH",1997,22,54,-0.09,0.15,-0.99,-0.71,-1.65
"10738","Marcus Banks","PG","PHO , MIA",2008,26,36,-0.36,-0.44,-0.33,-0.52,-1.65
"11087","Marreese Speights","PF","MEM",2012,24,60,0.01,0.07,-0.88,-0.85,-1.65
"12448","Orlando Woolridge","SF","CHI",1982,22,75,-0.17,-0.35,-0.55,-0.58,-1.65
"12930","Purvis Short","SF","NJN",1990,32,82,-0.17,-0.39,-0.52,-0.58,-1.65
"16","A.C. Green","PF","MIA",2001,37,82,-0.7,0.33,-0.63,-0.65,-1.64
"1333","Bill Cartwright","C","CHI",1990,32,71,-0.31,0.15,-0.7,-0.78,-1.64
"3803","Darrell Griffith","SG","UTA",1982,23,80,0.42,-1,-0.48,-0.58,-1.64
"4157","Dell Curry","SG","TOR",2002,37,56,-0.51,-0.54,-0.15,-0.45,-1.64
"4297","Derek Fisher","SG","UTA",2007,32,82,-0.65,-0.17,-0.37,-0.45,-1.64
"5348","Emeka Okafor","PF","CHA",2006,23,26,0.2,-0.7,-0.55,-0.58,-1.64
"5408","Eric Gordon","SG","HOU",2019,30,68,-0.46,-0.61,-0.26,-0.32,-1.64
"5561","Ervin Johnson","C","MIN",2004,36,66,-1.36,0.43,-0.26,-0.45,-1.64
"5740","Fred Jones","SG","IND",2006,26,68,-0.75,-0.42,-0.15,-0.32,-1.64
"8408","John Roche","PG","DEN",1981,31,26,-0.24,-0.59,-0.29,-0.52,-1.64
"10356","Lorenzo Romar","PG","GSW",1983,24,82,-0.43,-0.63,-0.26,-0.32,-1.64
"12255","Nick Van Exel","SG","POR",2005,33,53,-0.38,-0.79,-0.15,-0.32,-1.64
"13516","Rick Brunson","PG","POR",2002,29,59,-0.46,-0.48,-0.18,-0.52,-1.64
"14185","Ryan Arcidiacono","PG","CHI",2019,24,81,-0.6,-0.04,-0.48,-0.52,-1.64
"15137","Steve Henson","PG","MIL",1991,22,68,-0.63,-0.13,-0.37,-0.52,-1.64
"15786","Tom Abernethy","PF","GSW",1980,25,67,-0.75,-0.22,-0.22,-0.45,-1.64
"78","Aaron Williams","PF","SEA",1998,26,65,-0.17,0.24,-0.99,-0.71,-1.63
"2536","Charles Shackleford","C","PHI",1992,25,72,-0.17,0.02,-0.77,-0.71,-1.63
"4051","David Wingate","SG","WSB",1992,28,81,-0.63,-0.7,-0.11,-0.19,-1.63
"4787","Dontonio Wingfield","SF","POR",1996,21,44,-0.73,-0.13,-0.26,-0.52,-1.63
"7675","Jeff McInnis","PG","CLE",2005,30,76,-0.41,-0.33,-0.44,-0.45,-1.63
"7746","Jerami Grant","PF","OKC , PHI",2017,22,80,-0.97,-0.02,-0.26,-0.38,-1.63
"11020","Mark West","C","PHO",1994,33,82,-0.43,0.04,-0.59,-0.65,-1.63
"11967","Mo Williams","PG","MIL",2005,22,80,0.01,-0.85,-0.33,-0.45,-1.63
"12592","Pat Garrity","PF","PHO",1999,22,39,-0.26,0.17,-0.88,-0.65,-1.63
"13313","Reggie Bullock","SG","DET , LAL",2019,27,63,-0.87,-0.26,-0.18,-0.32,-1.63
"13527","Rick Fox","SF","BOS",1992,22,81,-0.46,-0.35,-0.37,-0.45,-1.63
"14043","Rory White","SF","LAC",1986,26,75,-0.02,-0.41,-0.55,-0.65,-1.63
"14481","Scott Williams","C","PHI",1997,28,62,-0.21,0.04,-0.74,-0.71,-1.63
"15013","Stanley Roberts","C","LAC",1993,22,77,0.15,-0.13,-0.81,-0.85,-1.63
"1941","Brian Roberts","PG","NOP",2014,28,72,-0.17,-0.54,-0.4,-0.52,-1.62
"2559","Charlie Criss","PG","ATL",1980,31,81,-0.63,-0.31,-0.29,-0.38,-1.62
"5976","Gerald Henderson","SG","CHA",2011,23,68,-0.21,-0.44,-0.44,-0.52,-1.62
"5985","Gerald Henderson","PG","PHI , NYK",1988,32,75,-0.48,-0.39,-0.29,-0.45,-1.62
"7366","Jason Collins","C","NJN",2003,24,81,-1.02,0.5,-0.52,-0.58,-1.62
"7612","Jeff Grayer","SG","GSW",1994,28,67,-0.21,-0.13,-0.63,-0.65,-1.62
"8841","Jud Buechler","SF","GSW",1993,24,70,-0.63,-0.46,-0.15,-0.38,-1.62
"10052","Larry Sanders","PF","MIL",2012,23,52,-0.19,-0.37,-0.48,-0.58,-1.62
"14334","Samaki Walker","PF","SAS",2000,23,71,-0.24,0.11,-0.77,-0.71,-1.62
"14576","Sebastian Telfair","PG","PHO",2012,26,60,-0.21,-0.63,-0.26,-0.52,-1.62
"14747","Shavlik Randolph","PF","PHI",2006,22,57,-0.36,0.24,-0.85,-0.65,-1.62
"15792","Tom Chambers","PF","SDC",1982,22,81,0.23,-0.61,-0.59,-0.65,-1.62
"15946","Tony Campbell","SF","CLE",1995,32,78,-0.29,-0.05,-0.63,-0.65,-1.62
"2807","Chris Mills","SF","GSW",2002,32,66,-0.43,-0.33,-0.33,-0.52,-1.61
"6053","Glen Davis","C","BOS",2008,22,69,-0.68,0.67,-0.88,-0.71,-1.61
"6095","Glenn Robinson III","SF","IND",2016,22,45,-0.65,-0.26,-0.18,-0.52,-1.61
"6862","Jackie Butler","C","NYK",2006,20,55,0.18,-0.26,-0.81,-0.71,-1.61
"8918","Justin Jackson","SF","SAC , DAL",2019,23,81,-0.68,-0.11,-0.37,-0.45,-1.61
"8982","Kareem Abdul-Jabbar","C","LAL",1989,41,74,-0.29,-0.18,-0.55,-0.58,-1.61
"9109","Kelly Oubre Jr.","SF","WAS",2018,22,81,-0.53,-0.22,-0.4,-0.45,-1.61
"10493","Luke Ridnour","PG","SEA",2007,25,71,-0.09,-0.74,-0.33,-0.45,-1.61
"13692","Robert Pack","PG","DEN",2001,31,74,0.18,-0.91,-0.37,-0.52,-1.61
"14146","Rumeal Robinson","PG","POR",1996,29,43,-0.56,-0.42,-0.18,-0.45,-1.61
"14797","Shawn Marion","SF","CLE",2015,36,57,-0.75,-0.33,-0.15,-0.38,-1.61
"14916","Solomon Jones","PF","ATL",2007,22,58,-0.43,0.46,-0.92,-0.71,-1.61
"14976","Stacey Augmon","SG","POR , DET",1997,28,60,-0.68,-0.3,-0.18,-0.45,-1.61
"15264","Stromile Swift","PF","MEM , NJN",2008,28,56,0.18,-0.26,-0.81,-0.71,-1.61
"91","Abdel Nader","SF","OKC",2020,26,48,-0.7,-0.37,-0.07,-0.45,-1.6
"1358","Bill Hanzlik","PF","DEN",1990,32,81,-0.92,-0.11,-0.18,-0.38,-1.6
"1920","Brian Grant","PF","SAC",1997,24,24,0.1,-0.31,-0.74,-0.65,-1.6
"1970","Brian Shaw","SG","LAL",2001,34,80,-0.78,-0.46,-0.11,-0.25,-1.6
"2729","Chris Duhon","PG","NYK",2009,26,79,-0.46,-0.42,-0.33,-0.38,-1.6
"2763","Chris Johnson","SF","BOS",2014,23,40,-0.8,-0.13,-0.22,-0.45,-1.6
"4027","David Wesley","SG","NOH",2004,33,61,-0.36,-0.46,-0.33,-0.45,-1.6
"4403","Derrick Jones Jr.","SF","PHO",2017,19,32,-0.51,0.11,-0.63,-0.58,-1.6
"4823","Doug Christie","SG","LAL",1994,23,65,-0.14,-0.89,-0.18,-0.38,-1.6
"5771","Furkan Korkmaz","SG","PHI",2020,22,64,-0.58,-0.24,-0.33,-0.45,-1.6
"5787","Garrett Temple","SG","SAC",2017,30,65,-0.7,-0.57,-0.07,-0.25,-1.6
"7621","Jeff Green","SF","BOS",2014,27,82,-0.24,-0.65,-0.33,-0.38,-1.6
"8283","John Bagley","PG","BOS",1992,31,73,-0.34,-0.72,-0.22,-0.32,-1.6
"8556","Johnny Newman","SG","NJN",2001,37,82,-0.26,-0.2,-0.55,-0.58,-1.6
"10792","Marcus Smart","SG","BOS",2017,22,79,-0.51,-0.52,-0.26,-0.32,-1.6
"11356","Melvin Turpin","C","WSB",1990,29,59,-0.31,0.24,-0.81,-0.71,-1.6
"11742","Mike Harper","PF","POR",1982,24,68,-0.46,-0.22,-0.4,-0.52,-1.6
"13436","Rex Walters","SG","PHI , NJN",1996,25,44,-0.31,-0.44,-0.33,-0.52,-1.6
"13795","Rod Strickland","PG","ORL , TOR",2004,37,61,0.2,-0.74,-0.48,-0.58,-1.6
"14197","Ryan Broekhoff","SG","DAL",2019,28,42,-0.82,-0.11,-0.15,-0.52,-1.6
"14352","Samuel Dalembert","C","SAC",2011,29,80,0.01,-0.37,-0.59,-0.65,-1.6
"15372","Tayshaun Prince","SF","DET , MEM",2013,32,82,-0.63,-0.5,-0.22,-0.25,-1.6
"15810","Tom Garrick","SG","LAC",1990,23,73,-0.56,-0.41,-0.26,-0.38,-1.6
"16075","Trajan Langdon","SG","CLE",2002,25,44,-0.14,-0.68,-0.26,-0.52,-1.6
"16436","Vern Fleming","PG","IND",1985,22,80,-0.31,-0.54,-0.37,-0.38,-1.6
"3899","Dave Corzine","C","CHI",1985,28,82,-0.56,-0.46,-0.26,-0.32,-1.59
